Student_id,Age,Gender,School_type,Parent_education,study_hours,Attendance_percentage,Internet_access,Travel_time,Extra_activities,Study_method,Math_score,Science_score,English_score,Overall_score,Final_grade
6864,17,Other,Private,No Formal,1.5,84.5,no,<15 min,No,Coaching,50.3,41.5,53.6,52.8,E
7917,18,Male,Private,High School,7.6,51.7,yes,>60 min,No,Online videos,74.6,73.8,69.5,76.4,C
8530,18,Other,Public,High School,1.3,63.5,yes,>60 min,Yes,Textbook,46.5,32.9,56.8,39,F
879,17,Male,Private,High School,3.3,83.4,yes,<15 min,No,Coaching,60.9,68.7,78,60.2,D
9269,18,Male,Public,Graduate,3.6,90.8,yes,<15 min,Yes,Online videos,90.4,58.9,43.5,58.6,D
4888,17,Female,Private,No Formal,7.2,77.5,yes,<15 min,No,Mixed,95.1,92.8,100,93.6,B
12186,17,Female,Private,Post Graduate,2.8,89.9,yes,15-30 min,No,Coaching,64.1,57.7,42.1,56.8,D
14553,14,Male,Private,Post Graduate,6.6,91.1,yes,>60 min,No,Coaching,85.4,76,84.4,81.4,C
4860,18,Female,Public,No Formal,0.8,52.3,yes,30-60 min,Yes,Mixed,18.7,11.7,25.6,29.3,F
6332,18,Female,Public,Diploma,7.8,68.5,yes,<15 min,No,Notes,89.9,89,83,94.9,B
8572,14,Male,Private,Post Graduate,6,56.9,yes,30-60 min,No,Textbook,42.2,64.8,90.5,63.5,D
8685,18,Other,Public,No Formal,6,74.9,yes,15-30 min,Yes,Online videos,78.4,79.3,68.3,73.5,C
7209,16,Other,Public,Graduate,5,93.8,yes,<15 min,No,Coaching,98,81.4,88.5,80.7,C
5277,15,Other,Public,Ph.D,1.1,76.9,yes,>60 min,No,Notes,53.7,44,34.3,40.3,E
2063,14,Female,Public,High School,5.6,84.3,yes,30-60 min,No,Notes,63.4,81.2,81,72,C
12077,18,Male,Public,Graduate,3.1,89.9,no,15-30 min,Yes,Coaching,79.8,69.6,64.8,68.7,D
65,16,Male,Private,High School,5.7,76.6,yes,30-60 min,No,Group study,84.1,83.3,88.2,80.9,C
8007,16,Other,Private,Diploma,4.8,83.8,yes,30-60 min,No,Online videos,75.8,76.7,65.5,76.9,C
2569,16,Female,Private,High School,1.7,83.1,yes,30-60 min,No,Online videos,62.4,53.7,53.4,54.8,E
5464,15,Other,Public,Diploma,5.7,85.8,yes,>60 min,Yes,Coaching,79.5,77.4,100,82.7,C
13441,19,Female,Public,High School,0.8,56.7,no,<15 min,No,Online videos,26.3,16.5,24.3,20.5,F
2028,19,Other,Public,No Formal,3.8,71.7,yes,<15 min,No,Coaching,74.2,65.2,82.5,57,D
2696,16,Female,Private,No Formal,5.2,70.6,yes,30-60 min,Yes,Notes,60,81.7,67.8,79.7,C
9688,16,Other,Private,Ph.D,3.1,71.6,yes,15-30 min,No,Notes,26.8,62,49.2,45,E
5259,18,Male,Public,Diploma,3.3,92.4,no,15-30 min,Yes,Coaching,36.9,48.9,53.9,56.3,D
5619,19,Male,Private,High School,1.6,54.8,yes,15-30 min,Yes,Mixed,44,34.7,35.9,36.5,F
6737,16,Male,Public,Ph.D,1.4,88.6,yes,30-60 min,Yes,Mixed,51.2,59.2,47.8,49.9,E
392,15,Female,Private,Diploma,5.4,76.9,yes,30-60 min,No,Textbook,71.6,83.8,88.4,80.8,C
13987,15,Male,Public,Ph.D,6.9,67.7,no,<15 min,Yes,Textbook,65.2,74.6,82.9,75.8,C
12707,16,Other,Public,No Formal,4.5,89.9,yes,15-30 min,No,Group study,71.2,100,94.2,80.5,C
14625,14,Female,Public,High School,5.3,86.9,no,<15 min,Yes,Notes,74,77.2,67.2,73.2,C
12667,16,Other,Private,Ph.D,3.8,78.8,yes,>60 min,Yes,Online videos,66.7,66.1,58.1,58.4,D
5893,14,Other,Public,Post Graduate,4.2,71,yes,>60 min,No,Mixed,64.4,72.3,67.4,70.1,C
3562,15,Other,Private,High School,0.5,79.3,yes,>60 min,Yes,Notes,29.9,29.9,42.2,38.5,F
10471,17,Other,Private,Ph.D,3.5,97.9,yes,30-60 min,No,Mixed,75.7,70.7,56.5,57.6,D
6185,15,Female,Public,Post Graduate,4.8,87.3,yes,30-60 min,No,Textbook,71.2,73.5,72.1,76.6,C
3100,15,Female,Public,High School,1,65.4,no,<15 min,No,Mixed,36.1,33.3,42.8,32.9,F
6279,14,Other,Public,Ph.D,6.6,76.3,yes,>60 min,No,Notes,94,95.7,76.6,83.1,C
8393,19,Other,Private,No Formal,2.1,80.9,yes,15-30 min,No,Mixed,46.5,60.1,45.7,49.1,E
14152,16,Male,Public,Ph.D,6.2,91.3,yes,<15 min,Yes,Notes,90.8,95.1,100,93.3,B
13068,14,Female,Public,Diploma,7.1,97.1,yes,15-30 min,Yes,Textbook,96.5,100,100,94.4,B
3105,18,Male,Public,No Formal,1.7,67.1,yes,30-60 min,Yes,Notes,58.6,30.3,40.9,40.1,E
7216,15,Female,Private,High School,5,68.6,yes,<15 min,Yes,Mixed,68.3,61.7,64.8,58.3,D
12791,14,Male,Private,High School,3.5,92.1,yes,30-60 min,Yes,Coaching,60.3,72.6,51.3,62.1,D
2455,18,Other,Public,Ph.D,6.2,69.6,yes,30-60 min,Yes,Group study,82.9,75.4,77.8,75.1,C
11838,19,Male,Public,Graduate,6.9,58.2,yes,<15 min,No,Textbook,76.2,79.8,61.9,82.4,C
14040,17,Female,Public,Ph.D,4.8,80.9,yes,15-30 min,Yes,Textbook,79.8,80.2,87.1,77.4,C
8997,15,Female,Private,Ph.D,7.2,92.9,no,30-60 min,No,Coaching,79.2,83.7,75.2,87.6,B
14435,19,Other,Public,High School,1,67,yes,30-60 min,Yes,Group study,13.2,31.5,41.4,34.1,F
2732,17,Female,Public,Post Graduate,4.3,78.2,no,15-30 min,Yes,Textbook,59.3,73.5,78.2,67.1,D
14184,17,Other,Private,Diploma,1.4,98.2,yes,30-60 min,No,Group study,43.8,59.3,46.8,47.8,E
10966,16,Other,Public,Graduate,3.1,58,yes,15-30 min,Yes,Textbook,38.4,63.7,36.2,45.9,E
8155,16,Other,Public,Graduate,6.7,73.3,yes,>60 min,Yes,Group study,75.9,82.5,75.7,78.9,C
9763,19,Male,Private,Diploma,3.7,72,yes,30-60 min,Yes,Group study,58.3,64.9,46.5,55,D
5057,19,Other,Public,Ph.D,6.2,80.7,yes,>60 min,No,Online videos,79.9,84.1,71,80.4,C
14949,16,Other,Private,High School,3.5,97.2,yes,15-30 min,Yes,Textbook,79.6,64.3,74,73,C
8111,15,Female,Private,High School,2.5,84.7,yes,<15 min,No,Notes,43.4,41.9,70.6,52.6,E
13774,16,Female,Private,Diploma,6.4,83.4,yes,30-60 min,Yes,Online videos,85.8,100,72.7,94.4,B
10883,16,Male,Private,Diploma,0.6,67.8,no,<15 min,Yes,Textbook,42.8,31.2,36.1,38.4,F
3841,19,Male,Public,Ph.D,8,83.7,yes,30-60 min,Yes,Group study,89.9,100,100,100,A
1029,17,Male,Private,Ph.D,0.7,90.5,yes,<15 min,No,Mixed,49.7,49.1,54,48.6,E
7386,14,Female,Private,Diploma,3.1,75.4,yes,>60 min,No,Group study,75.3,60.5,59.8,63.4,D
503,19,Other,Private,High School,5.7,98.8,yes,30-60 min,Yes,Notes,81.4,81.7,79.5,86.1,B
6911,17,Other,Private,High School,5.1,98.2,yes,30-60 min,No,Group study,77.5,98.7,84.4,85.4,B
12686,19,Other,Private,No Formal,0.6,93.9,yes,>60 min,No,Notes,32.8,38,37.3,36.1,F
9063,17,Female,Public,No Formal,4.3,94.4,yes,15-30 min,No,Coaching,74.1,89.7,75.9,74.9,C
6939,18,Female,Public,High School,4.9,69.7,yes,15-30 min,No,Mixed,74.3,48.8,46.9,57.4,D
4489,17,Other,Private,No Formal,3.4,90.5,yes,30-60 min,Yes,Notes,62.8,59.8,49.4,56.6,D
207,18,Female,Private,Diploma,4.8,89.7,yes,15-30 min,No,Mixed,84.1,82.3,71.1,80.2,C
5135,18,Male,Public,Graduate,4.3,87.1,yes,<15 min,Yes,Notes,55.6,54.7,62.3,65.3,D
5978,14,Other,Private,High School,2.2,73.2,no,>60 min,Yes,Group study,45,68.6,36.8,51.7,E
7722,16,Other,Private,Diploma,6.2,61.2,yes,15-30 min,No,Mixed,100,63.5,77.9,83,C
7036,15,Female,Private,Diploma,0.6,93.8,yes,<15 min,No,Textbook,46.5,38.3,42.9,34.2,F
1485,16,Male,Private,Diploma,7.3,59.2,yes,>60 min,No,Notes,73.6,86.7,95.5,84.8,C
7859,14,Other,Public,Ph.D,7.4,71.8,yes,15-30 min,Yes,Mixed,80.1,66.8,82,86.2,B
864,18,Female,Private,Post Graduate,6.1,98.5,yes,<15 min,Yes,Online videos,89.3,84.7,88.8,83.4,C
2791,19,Female,Public,Diploma,1.4,53,yes,30-60 min,Yes,Mixed,36.8,19.2,26.2,26.9,F
7409,17,Female,Public,Ph.D,1.8,95.2,yes,<15 min,No,Coaching,40.4,65.5,52.6,45,E
8756,15,Male,Private,High School,0.8,65.1,yes,>60 min,No,Textbook,43.6,20,13.7,25,F
5117,15,Other,Private,Diploma,1.1,60.4,no,30-60 min,Yes,Textbook,26.6,33,11.9,30.7,F
12384,14,Other,Private,High School,3.5,94.3,yes,<15 min,Yes,Group study,66.6,65.5,60.5,59.9,D
6020,18,Other,Public,Diploma,3.7,51.2,no,>60 min,No,Textbook,63.1,44.3,66.5,48.5,E
1758,17,Female,Private,High School,3.7,78.5,yes,<15 min,No,Coaching,69.3,88.9,54.7,64.9,D
14821,18,Other,Public,High School,3.3,63.7,yes,30-60 min,No,Coaching,39.6,35.3,34.2,44.9,E
7575,17,Other,Private,Ph.D,3.2,90.1,yes,>60 min,Yes,Textbook,47.9,63.9,73.4,63.3,D
6375,14,Other,Public,Graduate,5,67.1,yes,30-60 min,No,Notes,72,47,57,61.3,D
6893,14,Female,Public,Diploma,3.4,58.1,yes,30-60 min,No,Group study,67.5,46.5,57.5,48.2,E
1679,19,Female,Public,Graduate,2.7,72.8,yes,>60 min,No,Coaching,63.9,42.4,61.2,58.5,D
3243,19,Male,Public,No Formal,2.7,54.8,yes,30-60 min,Yes,Online videos,27.5,50.4,31.5,44.4,E
4637,18,Female,Private,High School,1.9,62.4,no,15-30 min,No,Notes,48.7,40.4,35.6,41,E
1060,15,Female,Public,High School,6.8,80.2,yes,15-30 min,Yes,Group study,75.1,78.4,76.5,80.4,C
6669,16,Female,Public,No Formal,6,92.6,yes,<15 min,Yes,Mixed,86.5,77.2,96.5,91.9,B
13472,19,Female,Private,High School,2.9,96.3,yes,30-60 min,Yes,Online videos,62.1,54.3,44.2,58,D
9915,17,Other,Public,High School,1.5,62.8,yes,30-60 min,No,Notes,34.2,27.6,33.8,30.9,F
11507,15,Male,Public,Graduate,5.5,60.1,yes,>60 min,Yes,Notes,59,77.2,70.3,61.2,D
3158,19,Male,Public,Diploma,4,61.4,yes,30-60 min,No,Online videos,78.2,51.4,59.2,65.9,D
5916,14,Male,Private,No Formal,3.1,59,no,<15 min,Yes,Textbook,53.6,31.7,60.6,48.3,E
10818,15,Male,Private,Diploma,5.5,89.4,yes,>60 min,No,Notes,86.1,82.9,72.2,77.7,C
10922,18,Male,Private,High School,4.2,66.4,yes,>60 min,No,Textbook,58.4,44,31.3,54.8,E
14893,18,Male,Private,High School,6.8,56.9,yes,30-60 min,No,Textbook,77.7,83.7,93.7,84.2,C
9790,18,Male,Private,High School,3.9,87.4,yes,15-30 min,No,Mixed,57.8,77.8,61.5,60.4,D
11253,16,Other,Private,Diploma,1.4,62.7,yes,30-60 min,Yes,Group study,15.4,49.7,21.5,29.4,F
2694,16,Other,Public,High School,4.5,60.4,yes,30-60 min,No,Coaching,89.9,59.1,61.9,67.1,D
13084,15,Other,Public,Post Graduate,7.3,83.8,no,15-30 min,No,Textbook,75.5,76.8,99.4,84.6,C
13340,19,Other,Public,Ph.D,4.4,88,yes,15-30 min,Yes,Online videos,65.4,66.2,66,72.6,C
13932,17,Female,Public,Diploma,4.6,73.4,yes,>60 min,No,Notes,68.8,57.1,69.7,66.5,D
3628,15,Female,Private,Graduate,7.2,67,yes,30-60 min,Yes,Notes,92.3,78.9,68.7,85.5,B
9556,14,Female,Public,High School,5.3,67.7,yes,15-30 min,No,Online videos,54.6,85.4,78.8,74.5,C
10174,18,Male,Private,No Formal,4.1,63.2,no,30-60 min,No,Online videos,58.5,60.6,44.5,52.8,E
5451,15,Female,Private,High School,6,76.3,no,30-60 min,Yes,Coaching,75.7,84.6,70.6,74.7,C
1664,17,Female,Public,Ph.D,3.3,61.2,yes,15-30 min,No,Coaching,36.7,39.3,58.2,42.6,E
9722,17,Male,Public,Post Graduate,6.5,59.9,yes,>60 min,Yes,Online videos,96.5,82.9,89.3,83.2,C
10231,14,Other,Public,Diploma,4,53.5,yes,>60 min,No,Coaching,48.7,62.6,52.2,48.2,E
5593,17,Female,Public,Post Graduate,3.9,52.3,yes,15-30 min,Yes,Mixed,28,74.1,61,49.1,E
11495,19,Male,Private,Post Graduate,3,64.7,yes,>60 min,No,Textbook,59.1,40.9,44.9,49.8,E
10430,16,Male,Private,High School,6.3,83.9,yes,30-60 min,Yes,Coaching,79.7,74.2,98.2,85.2,B
7393,15,Male,Private,Ph.D,3.2,95,yes,30-60 min,No,Online videos,42.6,58.1,30.7,54.4,E
13697,17,Other,Private,Diploma,5.6,97.6,yes,15-30 min,No,Group study,100,91.3,98,93.4,B
13689,15,Female,Private,High School,1.1,83.7,yes,>60 min,No,Mixed,49.9,39.1,46.4,48.6,E
1307,15,Female,Private,No Formal,5.7,67.6,yes,15-30 min,No,Coaching,78.3,63.1,81,79.1,C
12222,14,Other,Public,No Formal,2.7,83,yes,30-60 min,No,Mixed,59.4,50.4,63.8,53.1,E
6777,17,Male,Private,Diploma,8,67.4,no,30-60 min,No,Online videos,85.3,92,71.6,88,B
10868,16,Other,Private,High School,7.3,85.7,no,>60 min,No,Mixed,100,97.2,68.5,92.2,B
13261,17,Female,Private,Diploma,7.5,57,yes,15-30 min,No,Online videos,90.6,92,81.4,90.9,B
5865,19,Female,Public,Post Graduate,1.8,50.3,yes,30-60 min,Yes,Group study,25.7,26.5,29.2,28.6,F
9475,15,Other,Private,Diploma,4.5,62.8,yes,>60 min,No,Mixed,61.8,45.7,61.4,59.8,D
7527,15,Male,Public,Diploma,5.4,91.5,yes,>60 min,No,Textbook,70.4,56,66.1,72.1,C
8902,19,Other,Private,Ph.D,3.6,90.2,yes,<15 min,No,Online videos,58.7,72.3,75.8,66.8,D
5576,17,Other,Public,Post Graduate,1.1,67.8,yes,30-60 min,Yes,Mixed,28.2,52.2,29.1,35.4,F
5531,17,Other,Public,Ph.D,7.7,58.6,yes,15-30 min,No,Mixed,100,98.4,100,94.3,B
12937,17,Male,Private,Diploma,1.8,67,yes,15-30 min,No,Mixed,43.2,59.7,53.4,45.8,E
4414,18,Other,Private,High School,6.8,58.6,yes,15-30 min,No,Notes,75.2,68.8,90.7,83.3,C
3749,19,Female,Public,Post Graduate,4.7,85.7,yes,15-30 min,No,Notes,79.9,86,59.7,72.3,C
13546,16,Other,Public,No Formal,5.3,64.4,yes,15-30 min,Yes,Mixed,82.2,82.3,54.2,73.5,C
12972,19,Female,Private,Graduate,4.8,74.8,yes,15-30 min,Yes,Notes,49,60.7,59.2,69.6,D
664,15,Other,Private,Post Graduate,5.1,82.6,yes,<15 min,No,Coaching,83.6,72.4,86.8,76.9,C
1999,15,Female,Private,Post Graduate,2.7,72.5,yes,15-30 min,No,Online videos,52.4,49.1,46.4,53.9,E
7995,19,Female,Private,Diploma,5.2,79.4,yes,>60 min,No,Mixed,90.8,87.3,100,79.5,C
11638,16,Other,Private,High School,0.8,94.7,yes,<15 min,No,Coaching,33.8,48.6,40.7,42.8,E
11936,15,Other,Public,Post Graduate,5.3,68.6,no,>60 min,Yes,Coaching,60.8,70.6,70.6,63.9,D
13920,19,Female,Private,No Formal,0.7,76.5,yes,>60 min,No,Group study,38.7,27.8,23.8,37.1,F
1496,16,Male,Private,Ph.D,5.1,70.7,yes,>60 min,Yes,Coaching,75.4,71.1,80.8,73,C
3305,14,Other,Public,Post Graduate,3.1,98.1,yes,>60 min,No,Mixed,44.5,71.6,66.5,63.5,D
3764,17,Female,Public,No Formal,5.6,56.8,yes,<15 min,Yes,Textbook,76.7,84.8,68,76.6,C
5233,15,Female,Public,Ph.D,2.5,96.8,no,>60 min,Yes,Mixed,52.3,56.9,58.1,61.4,D
1854,14,Other,Private,No Formal,5.8,73.2,yes,30-60 min,Yes,Notes,83.6,86.1,100,82.2,C
13809,14,Male,Public,Post Graduate,1.7,75.7,yes,30-60 min,No,Online videos,49.6,74.5,42.4,53.5,E
6586,17,Female,Private,Diploma,3.3,65,yes,<15 min,Yes,Online videos,43.9,45.2,43.9,46.5,E
12852,14,Female,Private,Diploma,3.2,95.2,yes,>60 min,Yes,Coaching,59.7,67.5,72.1,73.4,C
1292,19,Female,Public,No Formal,7.1,55.9,yes,30-60 min,Yes,Notes,89.1,77.4,57,75.9,C
3582,18,Female,Private,Graduate,2.5,90.8,yes,<15 min,No,Group study,61.6,52.7,48.8,65.2,D
11650,16,Female,Public,Graduate,6,69.1,yes,15-30 min,No,Notes,98.8,80.7,96.6,83.6,C
7555,17,Female,Private,Post Graduate,5,86.3,yes,15-30 min,Yes,Mixed,55.6,64.8,75.5,66.6,D
7281,17,Other,Public,Post Graduate,4.5,93.8,yes,15-30 min,Yes,Coaching,77.1,71.4,77.7,80.6,C
1637,14,Other,Private,High School,2.1,88.8,yes,<15 min,No,Mixed,43.5,29.6,46.5,46,E
3697,15,Other,Private,Diploma,1.9,61.3,yes,<15 min,No,Mixed,49.6,60,56.2,45.6,E
11192,17,Female,Private,Diploma,2.8,52.5,yes,>60 min,Yes,Notes,48.1,31.1,39.7,44.9,E
11345,18,Male,Private,Ph.D,1.2,80.4,yes,30-60 min,No,Notes,36.5,30,46.3,42.8,E
699,14,Male,Private,Post Graduate,3.1,68.6,no,15-30 min,No,Coaching,54.4,68.4,48.9,57.5,D
10353,15,Female,Private,Post Graduate,4.7,50.8,yes,>60 min,No,Notes,56.6,55.3,39.5,52.1,E
12290,17,Male,Private,No Formal,3.6,99,yes,30-60 min,No,Mixed,77.4,68.2,83.6,67.9,D
4738,16,Male,Private,High School,5.4,77.2,yes,>60 min,Yes,Notes,82.4,69.2,82.5,68.6,D
14556,17,Male,Private,High School,5.6,96.5,yes,<15 min,Yes,Group study,78.9,83.3,91,80.9,C
13878,14,Female,Public,Ph.D,2.5,63.5,yes,30-60 min,No,Group study,40.6,49.6,67.9,47,E
855,15,Other,Public,Diploma,1.5,64.9,yes,15-30 min,No,Notes,18.4,37.1,13.4,34.1,F
8165,15,Other,Public,Post Graduate,6.1,89.9,yes,<15 min,Yes,Mixed,91.2,89.5,100,90,B
5856,17,Other,Private,Diploma,1.7,77.9,yes,15-30 min,No,Mixed,54.8,34.7,48.4,54.5,E
7393,15,Male,Private,Ph.D,3.2,95,yes,30-60 min,No,Online videos,42.6,58.1,30.7,54.4,E
6529,19,Male,Public,Graduate,1.7,70.1,no,30-60 min,No,Mixed,64.6,53.4,55.5,49,E
11667,16,Male,Private,Ph.D,4.8,74.6,yes,<15 min,Yes,Coaching,71.5,70.5,62.7,72.2,C
13950,17,Female,Private,Diploma,1.6,55.3,yes,30-60 min,No,Mixed,41.1,40.9,38.2,30.3,F
5250,17,Male,Private,Post Graduate,6,65.4,yes,15-30 min,Yes,Mixed,55.9,67.8,63.2,71.7,C
5173,19,Female,Private,High School,7.5,76.6,yes,<15 min,Yes,Textbook,88.7,91,86.9,90.8,B
1708,19,Male,Public,No Formal,3.9,83.5,yes,30-60 min,No,Notes,55.5,64.5,57.2,55.3,D
10970,19,Female,Private,Diploma,3.2,69.7,yes,15-30 min,Yes,Group study,39.1,48.8,35.5,45,E
5792,14,Female,Private,Graduate,5.4,54.5,yes,<15 min,Yes,Group study,48.4,44.3,73.2,59,D
9926,16,Male,Private,No Formal,6.3,88,yes,>60 min,Yes,Notes,69.2,76.9,83.6,80.2,C
5536,18,Male,Private,Post Graduate,1.2,94.7,yes,30-60 min,Yes,Mixed,45.2,38.2,59.7,48.1,E
14583,15,Male,Private,Diploma,7.6,91.5,yes,>60 min,No,Online videos,96.7,100,77.4,100,A
4932,18,Male,Private,Post Graduate,6.4,66.5,no,30-60 min,No,Group study,88.5,87,89.3,83.9,C
3511,19,Male,Public,Graduate,6.1,80.9,yes,30-60 min,Yes,Textbook,68.4,72,88.8,79,C
203,16,Male,Public,High School,7.8,90.9,yes,15-30 min,No,Mixed,100,92.8,100,100,A
11448,19,Male,Public,Graduate,4.9,87.6,yes,15-30 min,Yes,Coaching,74.5,88.3,72.7,74.5,C
4219,17,Male,Public,Graduate,7.4,61.9,yes,15-30 min,Yes,Notes,82.9,78.9,78.1,87.7,B
12689,16,Female,Public,Ph.D,3.7,63.4,no,30-60 min,Yes,Notes,64,70,69.9,62.7,D
8959,16,Female,Private,Diploma,5.6,81.6,yes,15-30 min,No,Coaching,52.4,74.6,60.8,68,D
4390,17,Female,Public,Graduate,4.4,82.2,yes,15-30 min,Yes,Online videos,75.7,60,46.3,65.7,D
2328,15,Other,Public,Diploma,1.9,74.1,yes,<15 min,No,Notes,33.5,50,50.7,43.6,E
8005,19,Other,Private,High School,4.9,99.8,yes,30-60 min,No,Group study,71.6,66.9,93.5,73.3,C
2932,18,Male,Private,Post Graduate,6.8,77.4,yes,<15 min,No,Group study,78.8,94.1,93,86.8,B
7778,19,Male,Private,Graduate,1.8,50.8,yes,30-60 min,No,Online videos,31.6,5.9,23.9,26.2,F
198,14,Female,Private,Graduate,6.4,80,yes,30-60 min,Yes,Coaching,86.3,92.6,94.7,90.7,B
7126,19,Male,Public,Graduate,7.3,77.8,no,15-30 min,No,Mixed,80.3,96.3,93,98.8,A
1931,14,Female,Public,Post Graduate,1.6,74.9,yes,>60 min,No,Textbook,46,26.4,41.2,39.9,F
11775,16,Other,Public,Graduate,5.5,66.4,yes,30-60 min,Yes,Coaching,69.9,42.9,70.8,60.6,D
6288,14,Other,Public,Graduate,6.1,53,yes,>60 min,No,Notes,68.1,64.2,66,60.2,D
8801,18,Female,Private,Diploma,5.6,73,yes,15-30 min,No,Coaching,90.1,62.6,69.8,69.2,D
11465,14,Other,Public,No Formal,7.3,94.2,yes,>60 min,Yes,Online videos,100,100,89.8,95.4,A
9340,15,Female,Public,Diploma,7.7,77,yes,<15 min,Yes,Textbook,100,94.6,100,95.2,A
4283,15,Male,Private,Diploma,1.5,56.3,yes,30-60 min,No,Online videos,41.4,40.8,36.1,40.8,E
11590,18,Male,Public,Diploma,2.8,74.9,yes,15-30 min,No,Mixed,59.2,43.6,40.8,54.1,E
2512,19,Male,Public,Ph.D,7.9,94.7,yes,<15 min,No,Group study,100,94.5,87.4,100,A
9987,16,Other,Public,Ph.D,2.4,86.6,no,>60 min,Yes,Group study,48,41,45.3,53.6,E
660,15,Male,Public,No Formal,0.8,58.4,no,>60 min,No,Notes,14.3,15.3,25,23.9,F
2812,15,Male,Public,High School,3.7,65.9,no,30-60 min,No,Coaching,52.2,37.1,63.6,47.3,E
7099,15,Other,Public,Diploma,4.8,72.5,no,30-60 min,No,Online videos,80.4,61.6,61.1,76.7,C
14244,14,Female,Private,No Formal,4.6,74.5,yes,30-60 min,No,Online videos,58.9,63.2,50.9,57.8,D
6547,18,Other,Public,High School,5.2,58.4,yes,<15 min,Yes,Mixed,54.5,54.5,72.9,56.3,D
9562,15,Male,Private,High School,2.2,82.1,yes,>60 min,Yes,Online videos,45.4,39.4,67.4,44.4,E
1987,18,Male,Public,Diploma,1.4,64.6,yes,30-60 min,Yes,Notes,57.5,49.8,33.9,43.4,E
13823,15,Male,Public,Post Graduate,4.6,77.3,no,15-30 min,No,Group study,69.1,76.8,85.5,77,C
8339,17,Female,Private,High School,6.5,86,yes,<15 min,No,Online videos,66.5,73.1,85.1,83.8,C
11412,16,Female,Private,Diploma,1,62.4,yes,30-60 min,No,Textbook,26.7,33.8,30.3,39,F
2912,14,Female,Private,High School,4.8,60.7,no,30-60 min,Yes,Coaching,49.3,64.6,74.9,71.4,C
1735,19,Male,Private,Graduate,0.5,96.4,yes,>60 min,No,Notes,40.6,38.9,45.3,38.1,F
1844,19,Other,Private,No Formal,5.8,52.2,yes,>60 min,Yes,Notes,38.8,58.7,67.6,59.4,D
8681,19,Female,Public,Ph.D,3.3,61.7,yes,>60 min,No,Textbook,52.3,43.1,36.6,48.2,E
2977,16,Male,Private,No Formal,6.2,99.6,yes,30-60 min,No,Mixed,79.1,82,73.5,84.4,C
1960,15,Other,Private,Ph.D,4.6,91.2,yes,<15 min,No,Online videos,78.1,80.2,71.6,76.6,C
5760,14,Male,Public,High School,4.5,75.6,yes,>60 min,No,Mixed,68.4,62.1,66.8,62.6,D
6695,14,Female,Public,High School,3.4,89,no,30-60 min,No,Mixed,56.1,78.3,58.8,57.2,D
2386,19,Male,Private,Graduate,2.5,57.4,yes,>60 min,No,Textbook,41.9,39.8,50,41.3,E
11112,19,Male,Private,No Formal,1.6,91,yes,30-60 min,Yes,Notes,35.7,47.4,29.5,43.8,E
4737,14,Male,Private,Graduate,5.3,81.2,yes,>60 min,Yes,Textbook,70.3,80.9,67.9,71.5,C
1803,16,Female,Private,Post Graduate,7,61.2,yes,15-30 min,Yes,Textbook,60.4,78.2,82.8,77.9,C
8156,17,Male,Private,Post Graduate,2.2,75.4,yes,15-30 min,No,Online videos,47.9,45.8,48.6,43.7,E
8121,16,Male,Public,Diploma,6.8,77.7,yes,<15 min,No,Textbook,75.7,95.9,90.3,84.2,C
6617,16,Female,Private,High School,5.7,73.3,yes,30-60 min,No,Textbook,69,70.6,61.8,68.9,D
14258,19,Other,Private,Diploma,1.1,62.5,yes,>60 min,Yes,Textbook,40.2,37.8,45,30,F
14487,18,Male,Private,Ph.D,3.2,75.5,yes,>60 min,Yes,Group study,65.4,66.5,37.8,56.5,D
5535,14,Male,Private,Graduate,4.3,52.3,yes,15-30 min,Yes,Notes,62.9,60.2,64.9,56.4,D
4062,14,Female,Private,Graduate,1.6,91.4,yes,15-30 min,Yes,Textbook,47.1,41.1,47.7,52.9,E
11562,19,Male,Private,Diploma,2.2,94.1,yes,30-60 min,Yes,Group study,54.2,47.1,41.4,51.3,E
13923,16,Other,Private,High School,3.8,54,yes,15-30 min,No,Textbook,63,54.2,41.3,51.9,E
263,15,Female,Private,Ph.D,7.8,64.4,no,30-60 min,No,Coaching,86.2,98.5,87.4,86.1,B
14076,18,Other,Private,No Formal,0.6,88.8,yes,<15 min,No,Textbook,30.2,38.3,36.7,34.5,F
6288,14,Other,Public,Graduate,6.1,53,yes,>60 min,No,Notes,68.1,64.2,66,60.2,D
14682,17,Male,Public,No Formal,4.8,54.4,yes,>60 min,Yes,Notes,80.8,50.7,63.2,62,D
8816,16,Other,Public,No Formal,6.8,60.4,yes,15-30 min,No,Group study,66.5,73.8,77.4,70.5,C
9209,16,Male,Private,Graduate,6.6,99.1,yes,15-30 min,Yes,Group study,100,100,87.4,100,A
11836,18,Female,Public,No Formal,5.1,58.7,yes,>60 min,No,Coaching,56.6,70.9,80.1,68.3,D
13169,16,Other,Public,Diploma,3.2,70.3,yes,<15 min,Yes,Mixed,54.3,55,41.3,47.5,E
2050,17,Male,Private,Ph.D,3.9,67.1,yes,15-30 min,Yes,Group study,55.5,51.2,86.8,59.3,D
5424,15,Female,Public,Ph.D,0.8,65.9,yes,>60 min,Yes,Notes,56.2,50.8,44.2,33.8,F
14590,17,Female,Public,Diploma,3.1,98.3,yes,<15 min,No,Notes,52.5,68.6,71.6,66.2,D
11916,14,Other,Public,High School,3.8,80.4,yes,15-30 min,No,Coaching,91.2,59.2,80.5,69.8,D
